paper_id,title,pub_date,journal,abstract
paper_e0a8f48e5a,Benchmarking Ai-Driven Medicinal Chemistry,2018-09-30,BioRxiv,Reports improvements in safety using novel reagent.
paper_dd7e384090,Engineering Nanopore Sequencing,2020-02-02,IEEE TBME,Reports improvements in throughput using closed-loop control.
paper_57b75672cf,Engineering Protein Engineering,2024-11-21,Nature Communications,Reports improvements in efficacy using closed-loop control.
paper_c448c118b3,Benchmarking Car-T Manufacturing,2022-10-01,BioRxiv,Reports improvements in safety using microfabrication.
paper_b2d2bc4477,Engineering Wearable Health Sensors,2023-01-20,medRxiv,Reports improvements in yield using closed-loop control.
paper_cfbdf6a84e,On Protein Engineering,2021-06-29,Nature Communications,Reports improvements in yield using microfabrication.
paper_8e282166f0,A study of Protein Engineering,2010-12-21,Science Advances,Reports improvements in throughput using novel reagent.
paper_551f289d97,A study of Protein Engineering,2018-07-06,IEEE TBME,Reports improvements in yield using novel reagent.
paper_c27b742436,Benchmarking Wearable Health Sensors,2015-01-16,BioRxiv,Reports improvements in safety using microfabrication.
paper_f2948db537,Engineering Microfluidics,2014-12-06,Sci Reports,Reports improvements in throughput using novel reagent.
paper_7cb763f8f1,Benchmarking Photovoltaic Perovskites,2015-06-30,Nature Communications,Reports improvements in efficacy using closed-loop control.
paper_d910020ecc,Towards Bioreactor Control,2015-05-25,Sci Reports,Reports improvements in yield using microfabrication.
paper_a2e0e63b7a,Towards Bioprinting,2020-03-23,IEEE TBME,Reports improvements in efficacy using microfabrication.
paper_ce24b45019,Benchmarking Gene Editing (Crispr),2022-12-19,J. Med. Chem.,Reports improvements in safety using closed-loop control.
paper_6e7fd08c89,Benchmarking Robotic Prosthetics,2017-05-24,Science Advances,Reports improvements in yield using novel reagent.
paper_ea0cd8e4ca,Towards Diagnostic Imaging,2021-07-29,medRxiv,Reports improvements in stability using microfabrication.
paper_3842d7736f,On Microfluidics,2023-05-26,BioRxiv,Reports improvements in stability using novel reagent.
paper_83b0004c55,Towards Microfluidics,2014-10-18,Sci Reports,Reports improvements in throughput using closed-loop control.
paper_e92b135763,A study of Single-Cell Multiomics,2025-05-24,J. Med. Chem.,Reports improvements in stability using microfabrication.
paper_6fe8fe9129,Benchmarking Bioprinting,2021-02-15,J. Med. Chem.,Reports improvements in stability using novel reagent.
paper_7c4724dc5d,Towards Lab-On-A-Chip,2016-07-07,Nature Communications,Reports improvements in safety using microfabrication.
paper_9e36d3a4a1,Towards Diagnostic Imaging,2025-09-17,Sci Reports,Reports improvements in safety using closed-loop control.
paper_8473098678,Engineering Ultrafast Li-Ion Charging,2013-03-28,medRxiv,Reports improvements in safety using ML optimisation.
paper_93094e66e4,Benchmarking Car-T Manufacturing,2015-12-13,Nature Communications,Reports improvements in stability using microfabrication.
paper_c1af8db7dd,On Single-Cell Multiomics,2018-10-28,IEEE TBME,Reports improvements in safety using closed-loop control.
paper_a95cfb8443,Benchmarking Bioreactor Control,2024-08-08,Sci Reports,Reports improvements in yield using closed-loop control.
paper_d3379d4087,Towards Bioreactor Control,2012-09-30,J. Med. Chem.,Reports improvements in safety using closed-loop control.
paper_ebb085ef2e,Benchmarking Battery Chemistry,2023-05-01,Sci Reports,Reports improvements in efficacy using closed-loop control.
paper_50672076b5,Benchmarking Solid-State Cooling,2015-08-15,Nature Communications,Reports improvements in safety using microfabrication.
paper_596a07198e,Benchmarking Solid-State Cooling,2020-07-11,J. Med. Chem.,Reports improvements in yield using microfabrication.
paper_57f308fca1,Towards Diagnostic Imaging,2020-07-16,J. Med. Chem.,Reports improvements in efficacy using microfabrication.
paper_856953d9f5,Towards Wearable Health Sensors,2022-01-22,J. Med. Chem.,Reports improvements in yield using novel reagent.
paper_ddb0c2bcef,Engineering Ultrafast Li-Ion Charging,2021-08-03,Science Advances,Reports improvements in yield using closed-loop control.
paper_c64d271e50,Benchmarking Bioreactor Control,2013-04-26,IEEE TBME,Reports improvements in safety using closed-loop control.
paper_970532c773,Towards Ai-Driven Medicinal Chemistry,2011-03-01,Nature Communications,Reports improvements in throughput using closed-loop control.
paper_5f02c0b05c,A study of Ai-Driven Medicinal Chemistry,2022-01-31,Science Advances,Reports improvements in safety using closed-loop control.
paper_4105fe4e04,Engineering Battery Chemistry,2011-01-24,IEEE TBME,Reports improvements in stability using microfabrication.
paper_3c58ca889f,A study of Car-T Manufacturing,2025-10-13,IEEE TBME,Reports improvements in throughput using closed-loop control.
paper_6ae0d8e032,Benchmarking Single-Cell Multiomics,2021-05-20,Science Advances,Reports improvements in stability using novel reagent.
paper_dc07cf1918,Benchmarking Robotic Prosthetics,2024-01-19,Nature Communications,Reports improvements in stability using novel reagent.
paper_b522fd3baf,Engineering Car-T Manufacturing,2014-06-22,Sci Reports,Reports improvements in throughput using closed-loop control.
paper_4df2584eeb,Towards Mrna Therapeutics,2016-11-19,Sci Reports,Reports improvements in stability using closed-loop control.
paper_c59c3afb73,On Car-T Manufacturing,2025-12-20,BioRxiv,Reports improvements in efficacy using ML optimisation.
paper_f9cdc696bc,On Robotic Prosthetics,2015-02-27,Nature Communications,Reports improvements in efficacy using closed-loop control.
paper_c625867fcb,Towards Lab-On-A-Chip,2018-09-02,Science Advances,Reports improvements in throughput using microfabrication.
paper_8f06aaff6d,On Single-Cell Multiomics,2025-05-31,Sci Reports,Reports improvements in throughput using closed-loop control.
paper_f87b549f20,A study of Robotic Prosthetics,2018-05-03,Nature Communications,Reports improvements in throughput using ML optimisation.
paper_3abeb02812,Towards Battery Chemistry,2014-12-28,IEEE TBME,Reports improvements in safety using closed-loop control.
paper_24e6d10f6c,On Bioprinting,2015-09-14,J. Med. Chem.,Reports improvements in throughput using novel reagent.
paper_11176a99b7,Towards Lab-On-A-Chip,2017-08-04,Sci Reports,Reports improvements in safety using ML optimisation.
paper_444401aa50,On Wearable Health Sensors,2022-03-28,medRxiv,Reports improvements in efficacy using ML optimisation.
paper_2377a89669,Engineering Lab-On-A-Chip,2022-05-07,IEEE TBME,Reports improvements in throughput using novel reagent.
paper_6c0dfbbaa2,A study of Nanopore Sequencing,2024-11-03,Sci Reports,Reports improvements in yield using novel reagent.
paper_aedaf497ab,Benchmarking Ultrafast Li-Ion Charging,2010-01-28,medRxiv,Reports improvements in throughput using microfabrication.
paper_dad5e26c2e,On Mrna Therapeutics,2018-10-14,IEEE TBME,Reports improvements in yield using microfabrication.
paper_d5a95482d6,A study of Lab-On-A-Chip,2016-08-19,medRxiv,Reports improvements in safety using ML optimisation.
paper_f6859f9a3a,Towards Single-Cell Multiomics,2010-03-29,Science Advances,Reports improvements in stability using closed-loop control.
paper_4016c8de14,On Bioreactor Control,2020-04-12,J. Med. Chem.,Reports improvements in stability using ML optimisation.
paper_ce8797ea4e,A study of Single-Cell Multiomics,2013-06-06,Sci Reports,Reports improvements in yield using novel reagent.
paper_0333c11986,Benchmarking Mrna Therapeutics,2014-01-21,IEEE TBME,Reports improvements in efficacy using microfabrication.
paper_af9202bb4d,Engineering Battery Chemistry,2010-02-16,Science Advances,Reports improvements in throughput using ML optimisation.
paper_8acd499681,Engineering Microfluidics,2019-04-15,Science Advances,Reports improvements in stability using closed-loop control.
paper_ebf8eb541d,On Battery Chemistry,2013-10-23,Science Advances,Reports improvements in stability using novel reagent.
paper_85057eb0aa,Benchmarking Bioreactor Control,2012-05-10,IEEE TBME,Reports improvements in efficacy using novel reagent.
paper_b01d1f3d18,A study of Microfluidics,2024-03-14,Sci Reports,Reports improvements in yield using closed-loop control.
paper_7f4cb11d09,Engineering Nanopore Sequencing,2022-01-25,Science Advances,Reports improvements in efficacy using microfabrication.
paper_9e034e5b44,Benchmarking Bioreactor Control,2015-11-09,Nature Communications,Reports improvements in safety using microfabrication.
paper_6e0bb73dfd,Benchmarking Microfluidics,2018-02-14,Science Advances,Reports improvements in stability using closed-loop control.
paper_d0bf34bc1d,On Ultrafast Li-Ion Charging,2018-12-13,Science Advances,Reports improvements in stability using novel reagent.
paper_d514b894ea,A study of Graphene Membranes,2011-01-30,J. Med. Chem.,Reports improvements in safety using closed-loop control.
paper_1cb4f19594,On Bioprinting,2014-10-16,Sci Reports,Reports improvements in safety using closed-loop control.
paper_71a0d31dd1,On Diagnostic Imaging,2025-11-22,Science Advances,Reports improvements in yield using closed-loop control.
paper_fdbc9df5da,Towards Battery Chemistry,2013-09-16,Sci Reports,Reports improvements in safety using novel reagent.
paper_738135c704,A study of Photovoltaic Perovskites,2017-05-23,Science Advances,Reports improvements in throughput using ML optimisation.
paper_2404fdabae,A study of Solid-State Cooling,2017-10-04,medRxiv,Reports improvements in efficacy using ML optimisation.
paper_f8c2c6e8eb,Benchmarking Graphene Membranes,2011-04-14,BioRxiv,Reports improvements in safety using microfabrication.
paper_c634c242f5,On Battery Chemistry,2018-10-24,Sci Reports,Reports improvements in throughput using closed-loop control.
paper_9ff6c9dc16,Benchmarking Photovoltaic Perovskites,2019-06-10,Science Advances,Reports improvements in stability using ML optimisation.
paper_77b842a7bc,Towards Mrna Therapeutics,2014-01-16,Nature Communications,Reports improvements in safety using closed-loop control.
paper_b3871d4a8e,A study of Diagnostic Imaging,2022-08-24,BioRxiv,Reports improvements in stability using ML optimisation.
paper_77dc8bee46,Towards Bioprinting,2022-03-24,Nature Communications,Reports improvements in safety using ML optimisation.
paper_cea8295167,Towards Ultrafast Li-Ion Charging,2022-02-19,Science Advances,Reports improvements in efficacy using ML optimisation.
paper_279101b314,Towards Lab-On-A-Chip,2016-04-28,medRxiv,Reports improvements in stability using ML optimisation.
paper_c1e4d59e44,Benchmarking Bioprinting,2024-05-13,medRxiv,Reports improvements in yield using microfabrication.
paper_5db345041f,Towards Graphene Membranes,2010-08-20,BioRxiv,Reports improvements in safety using novel reagent.
paper_b172e0cfc8,A study of Bioprinting,2012-01-27,IEEE TBME,Reports improvements in yield using closed-loop control.
paper_b8e05e4843,Towards Protein Engineering,2022-11-20,Sci Reports,Reports improvements in stability using ML optimisation.
paper_948643e7e5,Engineering Battery Chemistry,2020-06-22,Science Advances,Reports improvements in stability using novel reagent.
paper_46008e2196,Benchmarking Bioprinting,2014-01-11,IEEE TBME,Reports improvements in yield using closed-loop control.
paper_85ea149cc4,Benchmarking Mrna Therapeutics,2025-11-06,medRxiv,Reports improvements in stability using novel reagent.
paper_54ad309e61,Benchmarking Photovoltaic Perovskites,2022-11-17,IEEE TBME,Reports improvements in throughput using ML optimisation.
paper_ef1f2b6530,Benchmarking Protein Engineering,2024-12-09,Nature Communications,Reports improvements in yield using novel reagent.
paper_a133ef5c35,Benchmarking Ai-Driven Medicinal Chemistry,2016-03-11,Sci Reports,Reports improvements in stability using closed-loop control.
paper_90770344ab,Towards Microfluidics,2012-08-11,J. Med. Chem.,Reports improvements in throughput using microfabrication.
paper_77bc5a7f19,Engineering Graphene Membranes,2018-03-07,BioRxiv,Reports improvements in efficacy using novel reagent.
paper_713860e4f2,Benchmarking Lab-On-A-Chip,2022-09-07,IEEE TBME,Reports improvements in stability using novel reagent.
paper_8f0461588b,Towards Solid-State Cooling,2020-12-04,BioRxiv,Reports improvements in safety using microfabrication.
paper_866a6c5fca,Benchmarking Protein Engineering,2022-07-25,Sci Reports,Reports improvements in yield using closed-loop control.
paper_374cf1d408,A study of Nanopore Sequencing,2016-01-31,Nature Communications,Reports improvements in stability using novel reagent.
paper_a44e830f10,On Gene Editing (Crispr),2022-03-13,J. Med. Chem.,Reports improvements in yield using closed-loop control.
paper_6af9e765ed,Engineering Lab-On-A-Chip,2019-07-31,BioRxiv,Reports improvements in throughput using closed-loop control.
paper_8204d48014,Towards Protein Engineering,2010-02-23,Science Advances,Reports improvements in throughput using microfabrication.
paper_770a7221f1,Benchmarking Lab-On-A-Chip,2011-03-27,BioRxiv,Reports improvements in safety using ML optimisation.
paper_d75391424e,Towards Car-T Manufacturing,2012-02-21,J. Med. Chem.,Reports improvements in efficacy using novel reagent.
paper_32beea3616,A study of Ultrafast Li-Ion Charging,2012-03-13,Nature Communications,Reports improvements in throughput using novel reagent.
paper_a8fdf78687,Benchmarking Mrna Therapeutics,2016-09-29,Science Advances,Reports improvements in yield using ML optimisation.
paper_d409b1674d,Benchmarking Graphene Membranes,2019-11-15,Science Advances,Reports improvements in stability using ML optimisation.
paper_d2db1850e1,Benchmarking Bioprinting,2025-06-03,BioRxiv,Reports improvements in stability using novel reagent.
paper_cdfa82f18a,Towards Graphene Membranes,2013-04-04,Sci Reports,Reports improvements in yield using microfabrication.
paper_d8b4130679,Towards Single-Cell Multiomics,2025-02-25,J. Med. Chem.,Reports improvements in throughput using closed-loop control.
paper_646e1d9c59,Engineering Gene Editing (Crispr),2017-09-01,BioRxiv,Reports improvements in throughput using novel reagent.
paper_785dc84783,On Mrna Therapeutics,2015-03-27,IEEE TBME,Reports improvements in stability using novel reagent.
paper_7b51926596,Benchmarking Bioreactor Control,2015-09-10,J. Med. Chem.,Reports improvements in yield using microfabrication.
paper_00c11199c3,On Diagnostic Imaging,2018-09-13,medRxiv,Reports improvements in safety using microfabrication.
paper_5ca6bfc723,Engineering Lab-On-A-Chip,2020-11-04,IEEE TBME,Reports improvements in safety using novel reagent.
paper_09c7161a89,Engineering Ultrafast Li-Ion Charging,2016-08-12,BioRxiv,Reports improvements in yield using ML optimisation.
paper_a35216d655,Benchmarking Single-Cell Multiomics,2016-11-24,Nature Communications,Reports improvements in stability using microfabrication.
paper_6dd4731ee1,Benchmarking Protein Engineering,2022-10-19,medRxiv,Reports improvements in stability using closed-loop control.
paper_a3601904dd,Benchmarking Battery Chemistry,2023-05-02,Nature Communications,Reports improvements in efficacy using closed-loop control.
paper_9a94575352,Benchmarking Nanopore Sequencing,2022-06-23,BioRxiv,Reports improvements in stability using novel reagent.
paper_dd2cbf1b39,A study of Bioprinting,2010-11-15,IEEE TBME,Reports improvements in stability using closed-loop control.
paper_f97ff95574,A study of Bioprinting,2020-11-11,J. Med. Chem.,Reports improvements in yield using novel reagent.
paper_597b0e479b,Engineering Battery Chemistry,2021-09-18,Sci Reports,Reports improvements in safety using closed-loop control.
paper_3c7df6d0be,On Bioprinting,2018-09-05,J. Med. Chem.,Reports improvements in efficacy using closed-loop control.
paper_88683e22b9,A study of Battery Chemistry,2024-10-24,Nature Communications,Reports improvements in throughput using ML optimisation.
paper_2dce7944c2,On Ai-Driven Medicinal Chemistry,2023-07-16,Sci Reports,Reports improvements in efficacy using microfabrication.
paper_b3fbbe0e4b,Towards Single-Cell Multiomics,2020-03-15,Sci Reports,Reports improvements in yield using microfabrication.
paper_d381abcd53,A study of Microfluidics,2014-04-05,medRxiv,Reports improvements in stability using microfabrication.
paper_f2fcd2e74f,Engineering Car-T Manufacturing,2014-11-08,IEEE TBME,Reports improvements in efficacy using ML optimisation.
paper_2c54cb1561,Engineering Solid-State Cooling,2013-08-24,Sci Reports,Reports improvements in efficacy using ML optimisation.
paper_5d06b027f6,On Lab-On-A-Chip,2016-12-05,Sci Reports,Reports improvements in yield using closed-loop control.
paper_e767a3fd37,Engineering Graphene Membranes,2021-02-27,Sci Reports,Reports improvements in safety using microfabrication.
paper_a30bcef664,Engineering Graphene Membranes,2024-10-27,medRxiv,Reports improvements in safety using closed-loop control.
paper_a46fcd7e55,Benchmarking Diagnostic Imaging,2019-07-10,Science Advances,Reports improvements in stability using novel reagent.
paper_93979d89d0,Towards Bioprinting,2021-07-31,IEEE TBME,Reports improvements in stability using closed-loop control.
paper_3a718f4c03,Towards Robotic Prosthetics,2011-08-07,BioRxiv,Reports improvements in yield using microfabrication.
paper_54ba6c7577,A study of Solid-State Cooling,2023-11-15,BioRxiv,Reports improvements in yield using ML optimisation.
paper_e8a4129959,Engineering Gene Editing (Crispr),2019-03-11,Sci Reports,Reports improvements in safety using closed-loop control.
paper_ae056beb4f,Benchmarking Solid-State Cooling,2018-07-23,Science Advances,Reports improvements in efficacy using closed-loop control.
paper_93abbd3cee,Engineering Bioprinting,2011-07-17,J. Med. Chem.,Reports improvements in safety using novel reagent.
paper_50c86b2fe2,Engineering Biosensors,2022-02-14,BioRxiv,Reports improvements in efficacy using microfabrication.
paper_424dca1190,Benchmarking Single-Cell Multiomics,2010-02-17,medRxiv,Reports improvements in yield using microfabrication.
paper_520d68e321,Benchmarking Single-Cell Multiomics,2015-10-23,Nature Communications,Reports improvements in throughput using closed-loop control.
paper_58913b4da1,Engineering Single-Cell Multiomics,2023-02-19,Sci Reports,Reports improvements in efficacy using microfabrication.
paper_25d855f87e,On Diagnostic Imaging,2013-09-05,medRxiv,Reports improvements in efficacy using closed-loop control.
paper_2a8fcd6634,A study of Bioreactor Control,2024-10-06,Nature Communications,Reports improvements in throughput using ML optimisation.
paper_914e10caa8,Benchmarking Ai-Driven Medicinal Chemistry,2012-06-04,Science Advances,Reports improvements in yield using microfabrication.
paper_156433a835,A study of Mrna Therapeutics,2012-12-07,BioRxiv,Reports improvements in yield using ML optimisation.
paper_17b1636c5d,A study of Gene Editing (Crispr),2016-02-11,J. Med. Chem.,Reports improvements in throughput using novel reagent.
paper_f88fc551b3,A study of Protein Engineering,2016-10-02,BioRxiv,Reports improvements in safety using ML optimisation.
paper_e4a0c2e827,A study of Bioprinting,2017-05-09,J. Med. Chem.,Reports improvements in stability using microfabrication.
paper_d05028656a,Towards Battery Chemistry,2011-07-26,BioRxiv,Reports improvements in stability using ML optimisation.
paper_ef2725d9dc,On Mrna Therapeutics,2014-01-26,Nature Communications,Reports improvements in throughput using novel reagent.
paper_68c12d00c3,Benchmarking Lab-On-A-Chip,2016-10-30,J. Med. Chem.,Reports improvements in efficacy using novel reagent.
paper_5c05078d33,On Ultrafast Li-Ion Charging,2011-02-22,BioRxiv,Reports improvements in throughput using closed-loop control.
paper_3d58e6d1c7,Towards Lab-On-A-Chip,2020-02-08,BioRxiv,Reports improvements in throughput using ML optimisation.
paper_fcceb90fac,Towards Photovoltaic Perovskites,2020-03-19,Sci Reports,Reports improvements in yield using closed-loop control.
paper_2c38e502ec,Benchmarking Lab-On-A-Chip,2020-07-22,Nature Communications,Reports improvements in throughput using closed-loop control.
paper_3f37f7c91a,Towards Mrna Therapeutics,2019-06-25,medRxiv,Reports improvements in stability using closed-loop control.
paper_fdb49a9330,Benchmarking Nanopore Sequencing,2025-02-19,J. Med. Chem.,Reports improvements in efficacy using ML optimisation.
paper_6d1f964a3f,On Wearable Health Sensors,2024-02-20,medRxiv,Reports improvements in stability using microfabrication.
paper_ef57bdd0d0,On Single-Cell Multiomics,2018-07-07,BioRxiv,Reports improvements in yield using ML optimisation.
paper_eee660da97,A study of Single-Cell Multiomics,2016-06-28,medRxiv,Reports improvements in efficacy using novel reagent.
paper_6c19bb9cfa,Towards Nanopore Sequencing,2015-01-06,Nature Communications,Reports improvements in efficacy using closed-loop control.
paper_855fe53dd2,Engineering Ai-Driven Medicinal Chemistry,2017-11-14,J. Med. Chem.,Reports improvements in throughput using closed-loop control.
paper_f0a9ff113c,Benchmarking Robotic Prosthetics,2016-07-17,Science Advances,Reports improvements in safety using novel reagent.
paper_87ac4e443a,A study of Bioreactor Control,2014-07-02,Science Advances,Reports improvements in stability using microfabrication.
paper_ba1643c8f3,A study of Protein Engineering,2010-05-07,J. Med. Chem.,Reports improvements in yield using microfabrication.
paper_b8585a7e12,Engineering Solid-State Cooling,2012-06-04,medRxiv,Reports improvements in safety using ML optimisation.
paper_fda707b3e1,A study of Wearable Health Sensors,2020-10-05,IEEE TBME,Reports improvements in safety using microfabrication.
paper_20439788c5,Engineering Single-Cell Multiomics,2013-02-01,Science Advances,Reports improvements in efficacy using novel reagent.
paper_b7cab8bed6,On Biosensors,2018-01-25,Science Advances,Reports improvements in safety using microfabrication.
paper_2fded11f08,Towards Bioprinting,2017-11-29,Sci Reports,Reports improvements in throughput using microfabrication.
paper_45428dc549,On Protein Engineering,2015-04-02,J. Med. Chem.,Reports improvements in throughput using microfabrication.
paper_89d7bc7e7c,Benchmarking Battery Chemistry,2024-05-30,Science Advances,Reports improvements in stability using ML optimisation.
paper_0d7b213611,A study of Bioreactor Control,2021-07-30,medRxiv,Reports improvements in efficacy using microfabrication.
paper_a6ca199018,Engineering Protein Engineering,2025-08-26,IEEE TBME,Reports improvements in efficacy using ML optimisation.
paper_036f2d7882,Engineering Lab-On-A-Chip,2022-01-14,medRxiv,Reports improvements in throughput using ML optimisation.
paper_f4d2da061d,Towards Gene Editing (Crispr),2021-02-05,Nature Communications,Reports improvements in safety using closed-loop control.
paper_cc3a4a45ce,On Nanopore Sequencing,2024-06-20,medRxiv,Reports improvements in throughput using microfabrication.
paper_e0a69fa287,A study of Diagnostic Imaging,2016-11-01,IEEE TBME,Reports improvements in safety using closed-loop control.
paper_a0d127c2ef,A study of Single-Cell Multiomics,2014-08-11,IEEE TBME,Reports improvements in yield using ML optimisation.
paper_76a4c26694,On Bioprinting,2019-12-21,BioRxiv,Reports improvements in throughput using microfabrication.
paper_ea75660bf0,On Robotic Prosthetics,2025-12-18,Nature Communications,Reports improvements in yield using closed-loop control.
paper_0679a1ac1f,A study of Lab-On-A-Chip,2021-01-11,Sci Reports,Reports improvements in stability using closed-loop control.
paper_46e8ac0cf4,Engineering Robotic Prosthetics,2023-11-19,Science Advances,Reports improvements in yield using microfabrication.
paper_e912b452e5,On Solid-State Cooling,2011-05-06,IEEE TBME,Reports improvements in efficacy using closed-loop control.
paper_c63b9445b6,Engineering Graphene Membranes,2020-08-05,Science Advances,Reports improvements in stability using closed-loop control.
paper_1e039fcaff,Engineering Protein Engineering,2017-12-02,BioRxiv,Reports improvements in stability using novel reagent.
paper_c4df2b9ef5,A study of Single-Cell Multiomics,2019-04-06,IEEE TBME,Reports improvements in efficacy using novel reagent.
paper_547f0d76ef,Towards Ultrafast Li-Ion Charging,2020-12-12,Sci Reports,Reports improvements in yield using ML optimisation.
paper_33fe067f61,Towards Wearable Health Sensors,2012-11-28,J. Med. Chem.,Reports improvements in efficacy using microfabrication.
paper_b083a818fd,Engineering Graphene Membranes,2022-10-23,medRxiv,Reports improvements in stability using ML optimisation.
paper_281dad87ec,A study of Wearable Health Sensors,2017-11-24,Nature Communications,Reports improvements in stability using novel reagent.
paper_675537863d,Benchmarking Car-T Manufacturing,2024-11-10,Sci Reports,Reports improvements in safety using novel reagent.
paper_0e79c4cdfd,Benchmarking Solid-State Cooling,2014-08-31,medRxiv,Reports improvements in stability using ML optimisation.
paper_bd65968b47,A study of Ultrafast Li-Ion Charging,2011-06-02,Sci Reports,Reports improvements in safety using ML optimisation.
paper_96bf456528,On Car-T Manufacturing,2015-02-19,BioRxiv,Reports improvements in safety using microfabrication.
paper_36dea236c9,On Protein Engineering,2018-12-23,IEEE TBME,Reports improvements in yield using ML optimisation.
paper_4a7e3d6839,Towards Nanopore Sequencing,2023-08-25,J. Med. Chem.,Reports improvements in stability using microfabrication.
paper_acab186d20,A study of Ai-Driven Medicinal Chemistry,2025-09-23,IEEE TBME,Reports improvements in safety using novel reagent.
paper_f7fc792ba7,Engineering Lab-On-A-Chip,2013-04-13,Nature Communications,Reports improvements in safety using microfabrication.
paper_78b3a125cc,Engineering Bioprinting,2013-08-22,medRxiv,Reports improvements in yield using novel reagent.
paper_146aaa39b4,A study of Ai-Driven Medicinal Chemistry,2023-10-06,BioRxiv,Reports improvements in efficacy using ML optimisation.
paper_fb61594063,A study of Car-T Manufacturing,2018-10-30,IEEE TBME,Reports improvements in efficacy using microfabrication.
paper_6cb16517ee,Benchmarking Battery Chemistry,2018-11-29,Sci Reports,Reports improvements in safety using microfabrication.
paper_adfffb1dc2,On Car-T Manufacturing,2021-03-23,IEEE TBME,Reports improvements in stability using closed-loop control.
paper_ef47b4f3a7,Engineering Biosensors,2019-03-13,medRxiv,Reports improvements in stability using microfabrication.
paper_e680de61bd,A study of Microfluidics,2020-12-23,Science Advances,Reports improvements in safety using closed-loop control.
paper_3500f26740,Towards Ultrafast Li-Ion Charging,2011-02-13,IEEE TBME,Reports improvements in yield using microfabrication.
paper_379cdef60e,A study of Photovoltaic Perovskites,2019-02-14,BioRxiv,Reports improvements in safety using microfabrication.
paper_da9b546a07,Benchmarking Wearable Health Sensors,2013-08-09,BioRxiv,Reports improvements in safety using novel reagent.
paper_0b25bc95b7,Benchmarking Photovoltaic Perovskites,2025-07-31,J. Med. Chem.,Reports improvements in efficacy using microfabrication.
paper_8d8cf1da62,On Battery Chemistry,2022-02-02,medRxiv,Reports improvements in yield using ML optimisation.
paper_d855f98694,Benchmarking Mrna Therapeutics,2018-12-22,Science Advances,Reports improvements in throughput using closed-loop control.
paper_a79c57dea5,On Mrna Therapeutics,2016-05-14,BioRxiv,Reports improvements in stability using novel reagent.
paper_9b09728e23,Engineering Single-Cell Multiomics,2013-04-14,medRxiv,Reports improvements in yield using novel reagent.
paper_5a438e2b9f,Towards Ultrafast Li-Ion Charging,2021-01-14,Sci Reports,Reports improvements in stability using closed-loop control.
paper_ba1c5ef068,Towards Solid-State Cooling,2019-10-01,Science Advances,Reports improvements in safety using novel reagent.
paper_e6ed421372,On Car-T Manufacturing,2016-02-06,IEEE TBME,Reports improvements in safety using closed-loop control.
paper_d088a5adca,A study of Biosensors,2013-08-23,Sci Reports,Reports improvements in stability using closed-loop control.
paper_ccf22b6f24,Engineering Photovoltaic Perovskites,2025-05-20,Nature Communications,Reports improvements in yield using microfabrication.
paper_8001020434,Engineering Single-Cell Multiomics,2014-10-15,Sci Reports,Reports improvements in stability using novel reagent.
paper_04fc85cc9c,A study of Diagnostic Imaging,2010-07-17,Nature Communications,Reports improvements in yield using ML optimisation.
paper_a0a6d3a24b,Towards Gene Editing (Crispr),2010-05-14,IEEE TBME,Reports improvements in safety using ML optimisation.
paper_e4e59fcebd,Towards Ultrafast Li-Ion Charging,2023-05-15,Science Advances,Reports improvements in stability using closed-loop control.
paper_359d97fd8f,A study of Diagnostic Imaging,2024-09-19,J. Med. Chem.,Reports improvements in safety using closed-loop control.
paper_1b126d0cb6,Benchmarking Robotic Prosthetics,2021-12-27,medRxiv,Reports improvements in yield using microfabrication.
paper_bcb0067341,Benchmarking Microfluidics,2021-10-08,BioRxiv,Reports improvements in safety using novel reagent.
paper_daf7d3f1f3,A study of Photovoltaic Perovskites,2019-08-19,Sci Reports,Reports improvements in efficacy using novel reagent.
paper_4aa8ef0776,Towards Protein Engineering,2023-08-26,J. Med. Chem.,Reports improvements in safety using novel reagent.
paper_843eb78d7b,A study of Bioprinting,2025-05-29,Science Advances,Reports improvements in yield using ML optimisation.
paper_225d3ce685,A study of Diagnostic Imaging,2016-08-07,Science Advances,Reports improvements in throughput using ML optimisation.
paper_c96dcbb6e5,Benchmarking Graphene Membranes,2023-12-12,Sci Reports,Reports improvements in safety using closed-loop control.
paper_3eb56b2d56,Towards Photovoltaic Perovskites,2020-05-20,BioRxiv,Reports improvements in yield using closed-loop control.
paper_fd8b56aced,Towards Mrna Therapeutics,2015-12-09,Science Advances,Reports improvements in yield using microfabrication.
paper_83b69669fb,On Robotic Prosthetics,2013-08-25,Science Advances,Reports improvements in throughput using ML optimisation.
paper_a15509fb7c,Towards Bioreactor Control,2020-08-29,Sci Reports,Reports improvements in throughput using novel reagent.
paper_990de02dc8,Engineering Robotic Prosthetics,2013-07-03,J. Med. Chem.,Reports improvements in stability using novel reagent.
paper_93895692e5,Benchmarking Nanopore Sequencing,2011-08-31,BioRxiv,Reports improvements in yield using ML optimisation.
paper_8719f6cb81,Towards Mrna Therapeutics,2024-09-17,medRxiv,Reports improvements in throughput using novel reagent.
paper_79bb8c79cf,Towards Mrna Therapeutics,2019-10-09,BioRxiv,Reports improvements in throughput using ML optimisation.
paper_e355bcf7f0,On Ai-Driven Medicinal Chemistry,2011-03-21,medRxiv,Reports improvements in stability using novel reagent.
