patent_id,title,filing_date,assignee,abstract,claims
pat_a0f6428b2e,Method for biosensors,2023-02-13,MedDevice Corp,Claims a controller improving selectivity using microchannels.,"[""Claim 1: method step ..."", ""Claim 2: composition ..."", ""Claim 3: method step ..."", ""Claim 4: control algorithm ..."", ""Claim 5: system integration ..."", ""Claim 6: system integration ..."", ""Claim 7: composition ..."", ""Claim 8: control algorithm ..."", ""Claim 9: system integration ..."", ""Claim 10: composition ...""]"
pat_d57cd54025,Composition for biosensors,2009-06-21,OmicsCore SA,Claims a controller improving yield using nanoporous films.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: method step ..."", ""Claim 8: control algorithm ..."", ""Claim 9: method step ...""]"
pat_718c45eb64,Method for ultrafast Li-ion charging,2017-01-08,GlobalChem,Claims a novel apparatus improving stability using nanoporous films.,"[""Claim 1: system integration ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: control algorithm ..."", ""Claim 5: method step ..."", ""Claim 6: composition ...""]"
pat_96a25eb5a7,System for robotic prosthetics,2023-12-26,Univ. Tech Labs,Claims a method improving yield using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: method step ..."", ""Claim 3: system integration ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ..."", ""Claim 6: composition ..."", ""Claim 7: composition ...""]"
pat_5b0e8c4304,Composition for microfluidics,2016-09-06,Univ. Tech Labs,Claims a novel apparatus improving selectivity using ML control.,"[""Claim 1: system integration ..."", ""Claim 2: method step ..."", ""Claim 3: composition ..."", ""Claim 4: control algorithm ..."", ""Claim 5: control algorithm ..."", ""Claim 6: composition ...""]"
pat_8d4ce7204b,Composition for biosensors,2021-03-23,Univ. Tech Labs,Claims a novel apparatus improving selectivity using microchannels.,"[""Claim 1: method step ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: control algorithm ..."", ""Claim 6: method step ..."", ""Claim 7: method step ...""]"
pat_c7a4bb0f92,Composition for lab-on-a-chip,2015-04-20,MedDevice Corp,Claims a novel apparatus improving throughput using ML control.,"[""Claim 1: composition ..."", ""Claim 2: method step ..."", ""Claim 3: system integration ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: control algorithm ..."", ""Claim 8: method step ..."", ""Claim 9: composition ..."", ""Claim 10: method step ...""]"
pat_bb7a26ce5e,System for mRNA therapeutics,2018-09-04,Independent Inventor,Claims a controller improving selectivity using ML control.,"[""Claim 1: method step ..."", ""Claim 2: system integration ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: control algorithm ..."", ""Claim 6: composition ..."", ""Claim 7: method step ..."", ""Claim 8: method step ..."", ""Claim 9: control algorithm ..."", ""Claim 10: control algorithm ..."", ""Claim 11: method step ..."", ""Claim 12: composition ...""]"
pat_a2e57c5e69,Composition for CAR-T manufacturing,2008-11-20,DeepMaterials Inc,Claims a composition improving selectivity using nanoporous films.,"[""Claim 1: system integration ..."", ""Claim 2: method step ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: system integration ..."", ""Claim 8: method step ..."", ""Claim 9: system integration ..."", ""Claim 10: control algorithm ...""]"
pat_777fd627fe,Composition for graphene membranes,2010-09-12,Independent Inventor,Claims a novel apparatus improving yield using optimized buffer.,"[""Claim 1: composition ..."", ""Claim 2: system integration ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ..."", ""Claim 8: system integration ..."", ""Claim 9: composition ..."", ""Claim 10: system integration ..."", ""Claim 11: control algorithm ..."", ""Claim 12: system integration ...""]"
pat_3a62a9eb00,Device for AI-driven medicinal chemistry,2023-07-20,GlobalChem,Claims a method improving yield using microchannels.,"[""Claim 1: system integration ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: method step ..."", ""Claim 6: control algorithm ..."", ""Claim 7: composition ..."", ""Claim 8: system integration ..."", ""Claim 9: composition ..."", ""Claim 10: system integration ...""]"
pat_cc55e8196b,Composition for nanopore sequencing,2009-07-26,GlobalChem,Claims a method improving throughput using ML control.,"[""Claim 1: method step ..."", ""Claim 2: system integration ..."", ""Claim 3: composition ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: method step ..."", ""Claim 7: control algorithm ..."", ""Claim 8: method step ...""]"
pat_fcfd319af2,Device for single-cell multiomics,2010-11-23,GlobalChem,Claims a controller improving stability using ML control.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: method step ..."", ""Claim 4: control algorithm ..."", ""Claim 5: control algorithm ..."", ""Claim 6: composition ..."", ""Claim 7: system integration ...""]"
pat_7cc8ce9b90,Method for lab-on-a-chip,2011-02-25,Independent Inventor,Claims a method improving yield using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: control algorithm ..."", ""Claim 5: method step ..."", ""Claim 6: control algorithm ...""]"
pat_7cd79e6f39,Composition for battery chemistry,2017-11-08,Univ. Tech Labs,Claims a method improving throughput using nanoporous films.,"[""Claim 1: control algorithm ..."", ""Claim 2: method step ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: control algorithm ..."", ""Claim 6: system integration ..."", ""Claim 7: composition ..."", ""Claim 8: composition ..."", ""Claim 9: system integration ..."", ""Claim 10: control algorithm ..."", ""Claim 11: system integration ...""]"
pat_cecef9aaf7,System for protein engineering,2020-03-06,Univ. Tech Labs,Claims a controller improving stability using microchannels.,"[""Claim 1: composition ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ..."", ""Claim 6: system integration ..."", ""Claim 7: control algorithm ..."", ""Claim 8: composition ..."", ""Claim 9: method step ..."", ""Claim 10: system integration ..."", ""Claim 11: system integration ...""]"
pat_896bec05ff,System for AI-driven medicinal chemistry,2015-05-15,OmicsCore SA,Claims a composition improving selectivity using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: control algorithm ..."", ""Claim 6: control algorithm ..."", ""Claim 7: system integration ..."", ""Claim 8: control algorithm ..."", ""Claim 9: composition ..."", ""Claim 10: composition ..."", ""Claim 11: method step ..."", ""Claim 12: composition ...""]"
pat_8cdef976cb,Device for battery chemistry,2019-10-15,MedDevice Corp,Claims a composition improving selectivity using optimized buffer.,"[""Claim 1: composition ..."", ""Claim 2: method step ..."", ""Claim 3: system integration ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ...""]"
pat_0d0461afdb,System for nanopore sequencing,2016-07-23,OmicsCore SA,Claims a method improving throughput using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: composition ..."", ""Claim 6: composition ..."", ""Claim 7: control algorithm ..."", ""Claim 8: composition ..."", ""Claim 9: system integration ...""]"
pat_0b89051781,Composition for CAR-T manufacturing,2022-03-17,OmicsCore SA,Claims a composition improving selectivity using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: system integration ..."", ""Claim 3: system integration ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: method step ...""]"
pat_30db749888,Composition for battery chemistry,2012-12-04,Independent Inventor,Claims a method improving throughput using microchannels.,"[""Claim 1: composition ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: control algorithm ..."", ""Claim 6: composition ...""]"
pat_86713fb2a2,Composition for ultrafast Li-ion charging,2022-06-04,DeepMaterials Inc,Claims a method improving throughput using ML control.,"[""Claim 1: composition ..."", ""Claim 2: system integration ..."", ""Claim 3: system integration ..."", ""Claim 4: control algorithm ..."", ""Claim 5: system integration ..."", ""Claim 6: control algorithm ..."", ""Claim 7: control algorithm ...""]"
pat_18afcd39d2,Method for graphene membranes,2012-06-30,MedDevice Corp,Claims a novel apparatus improving stability using nanoporous films.,"[""Claim 1: composition ..."", ""Claim 2: method step ..."", ""Claim 3: composition ..."", ""Claim 4: control algorithm ..."", ""Claim 5: composition ..."", ""Claim 6: system integration ...""]"
pat_4f585c6f6c,Method for bioreactor control,2013-05-26,DeepMaterials Inc,Claims a composition improving stability using nanoporous films.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: method step ..."", ""Claim 4: system integration ..."", ""Claim 5: control algorithm ..."", ""Claim 6: control algorithm ..."", ""Claim 7: method step ..."", ""Claim 8: method step ..."", ""Claim 9: composition ...""]"
pat_c9b670377e,System for solid-state cooling,2018-07-24,SpinOut Biotech,Claims a novel apparatus improving yield using nanoporous films.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: method step ..."", ""Claim 4: composition ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: control algorithm ..."", ""Claim 8: composition ...""]"
pat_977a1ae253,Composition for mRNA therapeutics,2009-07-27,GlobalChem,Claims a composition improving yield using optimized buffer.,"[""Claim 1: method step ..."", ""Claim 2: system integration ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: control algorithm ..."", ""Claim 7: control algorithm ..."", ""Claim 8: system integration ..."", ""Claim 9: method step ..."", ""Claim 10: control algorithm ..."", ""Claim 11: system integration ...""]"
pat_a4e31d648c,Device for robotic prosthetics,2012-03-30,MedDevice Corp,Claims a method improving throughput using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: system integration ..."", ""Claim 3: method step ..."", ""Claim 4: composition ..."", ""Claim 5: control algorithm ..."", ""Claim 6: method step ...""]"
pat_b6331f87e8,System for ultrafast Li-ion charging,2023-11-26,OmicsCore SA,Claims a novel apparatus improving yield using optimized buffer.,"[""Claim 1: method step ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: control algorithm ..."", ""Claim 5: method step ..."", ""Claim 6: control algorithm ..."", ""Claim 7: control algorithm ..."", ""Claim 8: control algorithm ..."", ""Claim 9: composition ..."", ""Claim 10: method step ...""]"
pat_13f36bf976,System for photovoltaic perovskites,2014-01-16,OmicsCore SA,Claims a novel apparatus improving yield using microchannels.,"[""Claim 1: system integration ..."", ""Claim 2: system integration ..."", ""Claim 3: system integration ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ..."", ""Claim 8: method step ..."", ""Claim 9: control algorithm ...""]"
pat_429a8a663c,System for robotic prosthetics,2022-06-04,OmicsCore SA,Claims a composition improving yield using nanoporous films.,"[""Claim 1: method step ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ..."", ""Claim 6: system integration ..."", ""Claim 7: system integration ..."", ""Claim 8: control algorithm ..."", ""Claim 9: method step ..."", ""Claim 10: control algorithm ..."", ""Claim 11: control algorithm ...""]"
pat_1833a87d32,Method for microfluidics,2025-01-25,SpinOut Biotech,Claims a method improving stability using microchannels.,"[""Claim 1: method step ..."", ""Claim 2: system integration ..."", ""Claim 3: composition ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ..."", ""Claim 6: system integration ..."", ""Claim 7: method step ..."", ""Claim 8: composition ..."", ""Claim 9: composition ..."", ""Claim 10: control algorithm ..."", ""Claim 11: composition ..."", ""Claim 12: method step ...""]"
pat_0ec69e1522,Composition for lab-on-a-chip,2019-03-13,Univ. Tech Labs,Claims a composition improving selectivity using ML control.,"[""Claim 1: method step ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: control algorithm ..."", ""Claim 5: method step ..."", ""Claim 6: composition ..."", ""Claim 7: method step ...""]"
pat_c0c89e1821,Composition for protein engineering,2024-02-16,Independent Inventor,Claims a novel apparatus improving yield using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: system integration ..."", ""Claim 3: composition ..."", ""Claim 4: control algorithm ..."", ""Claim 5: control algorithm ..."", ""Claim 6: system integration ...""]"
pat_28e32c9d54,Device for protein engineering,2014-05-17,Independent Inventor,Claims a controller improving throughput using microchannels.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: control algorithm ..."", ""Claim 6: control algorithm ...""]"
pat_f23fe8862d,Device for robotic prosthetics,2025-10-04,SpinOut Biotech,Claims a controller improving stability using nanoporous films.,"[""Claim 1: system integration ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: method step ..."", ""Claim 6: control algorithm ...""]"
pat_ca9f97fcb4,Composition for CAR-T manufacturing,2009-11-22,SpinOut Biotech,Claims a composition improving yield using optimized buffer.,"[""Claim 1: composition ..."", ""Claim 2: method step ..."", ""Claim 3: system integration ..."", ""Claim 4: control algorithm ..."", ""Claim 5: control algorithm ...""]"
pat_8e4851bf85,Method for lab-on-a-chip,2009-07-05,Univ. Tech Labs,Claims a composition improving stability using nanoporous films.,"[""Claim 1: method step ..."", ""Claim 2: system integration ..."", ""Claim 3: system integration ..."", ""Claim 4: composition ..."", ""Claim 5: composition ..."", ""Claim 6: system integration ...""]"
pat_425988276d,Device for wearable health sensors,2009-01-14,Independent Inventor,Claims a method improving yield using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: method step ..."", ""Claim 3: composition ..."", ""Claim 4: control algorithm ..."", ""Claim 5: system integration ..."", ""Claim 6: system integration ..."", ""Claim 7: composition ..."", ""Claim 8: method step ..."", ""Claim 9: system integration ..."", ""Claim 10: composition ..."", ""Claim 11: method step ..."", ""Claim 12: control algorithm ...""]"
pat_908faadc8f,Composition for ultrafast Li-ion charging,2011-08-15,SpinOut Biotech,Claims a method improving yield using nanoporous films.,"[""Claim 1: method step ..."", ""Claim 2: composition ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ...""]"
pat_969e223547,Composition for protein engineering,2013-05-14,GlobalChem,Claims a method improving selectivity using microchannels.,"[""Claim 1: system integration ..."", ""Claim 2: composition ..."", ""Claim 3: system integration ..."", ""Claim 4: system integration ..."", ""Claim 5: control algorithm ..."", ""Claim 6: system integration ..."", ""Claim 7: control algorithm ..."", ""Claim 8: control algorithm ...""]"
pat_055738d296,System for mRNA therapeutics,2016-11-05,Independent Inventor,Claims a composition improving yield using nanoporous films.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: system integration ..."", ""Claim 4: method step ..."", ""Claim 5: method step ..."", ""Claim 6: system integration ..."", ""Claim 7: method step ..."", ""Claim 8: composition ...""]"
pat_ddc95e149c,System for solid-state cooling,2016-02-26,MedDevice Corp,Claims a method improving stability using nanoporous films.,"[""Claim 1: system integration ..."", ""Claim 2: control algorithm ..."", ""Claim 3: system integration ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ..."", ""Claim 6: system integration ..."", ""Claim 7: system integration ..."", ""Claim 8: system integration ..."", ""Claim 9: system integration ..."", ""Claim 10: system integration ..."", ""Claim 11: method step ...""]"
pat_e1b07bf063,System for robotic prosthetics,2021-11-06,SpinOut Biotech,Claims a method improving throughput using nanoporous films.,"[""Claim 1: system integration ..."", ""Claim 2: composition ..."", ""Claim 3: composition ..."", ""Claim 4: control algorithm ..."", ""Claim 5: control algorithm ..."", ""Claim 6: control algorithm ...""]"
pat_e72f10ceca,Method for solid-state cooling,2009-09-26,OmicsCore SA,Claims a method improving yield using nanoporous films.,"[""Claim 1: system integration ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: control algorithm ..."", ""Claim 6: control algorithm ...""]"
pat_fa3fe1e837,Device for nanopore sequencing,2013-06-21,MedDevice Corp,Claims a composition improving throughput using ML control.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: method step ..."", ""Claim 4: control algorithm ..."", ""Claim 5: method step ..."", ""Claim 6: method step ..."", ""Claim 7: control algorithm ..."", ""Claim 8: control algorithm ..."", ""Claim 9: system integration ...""]"
pat_b4ae09b49b,System for lab-on-a-chip,2020-12-09,Univ. Tech Labs,Claims a novel apparatus improving selectivity using ML control.,"[""Claim 1: composition ..."", ""Claim 2: method step ..."", ""Claim 3: system integration ..."", ""Claim 4: control algorithm ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: control algorithm ..."", ""Claim 8: system integration ..."", ""Claim 9: control algorithm ..."", ""Claim 10: composition ..."", ""Claim 11: composition ..."", ""Claim 12: system integration ...""]"
pat_9e8e92c432,Device for wearable health sensors,2019-06-24,SpinOut Biotech,Claims a method improving throughput using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: system integration ..."", ""Claim 3: composition ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ..."", ""Claim 6: composition ..."", ""Claim 7: system integration ..."", ""Claim 8: control algorithm ..."", ""Claim 9: method step ..."", ""Claim 10: system integration ..."", ""Claim 11: control algorithm ..."", ""Claim 12: composition ...""]"
pat_24fc176594,Composition for gene editing (CRISPR),2022-01-16,OmicsCore SA,Claims a method improving throughput using microchannels.,"[""Claim 1: control algorithm ..."", ""Claim 2: method step ..."", ""Claim 3: composition ..."", ""Claim 4: control algorithm ..."", ""Claim 5: method step ..."", ""Claim 6: control algorithm ...""]"
pat_a4be5793f1,Method for bioprinting,2022-10-29,SpinOut Biotech,Claims a method improving stability using optimized buffer.,"[""Claim 1: system integration ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: control algorithm ..."", ""Claim 6: control algorithm ...""]"
pat_86c0379f0f,Method for AI-driven medicinal chemistry,2016-07-13,Univ. Tech Labs,Claims a novel apparatus improving throughput using microchannels.,"[""Claim 1: control algorithm ..."", ""Claim 2: method step ..."", ""Claim 3: system integration ..."", ""Claim 4: system integration ..."", ""Claim 5: composition ..."", ""Claim 6: composition ..."", ""Claim 7: system integration ...""]"
pat_e86d91f0d4,System for photovoltaic perovskites,2014-12-13,Univ. Tech Labs,Claims a method improving throughput using nanoporous films.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: control algorithm ...""]"
pat_b29355dc9a,Device for lab-on-a-chip,2014-10-23,Univ. Tech Labs,Claims a composition improving selectivity using nanoporous films.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: composition ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: control algorithm ..."", ""Claim 8: method step ...""]"
pat_49c18e14e2,Method for graphene membranes,2012-07-08,Univ. Tech Labs,Claims a composition improving throughput using nanoporous films.,"[""Claim 1: system integration ..."", ""Claim 2: composition ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: control algorithm ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ..."", ""Claim 8: control algorithm ...""]"
pat_65fef010b7,Method for mRNA therapeutics,2025-07-26,Independent Inventor,Claims a composition improving stability using microchannels.,"[""Claim 1: composition ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: method step ..."", ""Claim 6: composition ..."", ""Claim 7: system integration ..."", ""Claim 8: system integration ..."", ""Claim 9: composition ..."", ""Claim 10: control algorithm ..."", ""Claim 11: system integration ..."", ""Claim 12: composition ...""]"
pat_152cab3bea,Device for ultrafast Li-ion charging,2012-08-03,DeepMaterials Inc,Claims a controller improving stability using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: composition ..."", ""Claim 4: system integration ..."", ""Claim 5: composition ...""]"
pat_5e8cbe0e1e,Method for microfluidics,2019-06-14,OmicsCore SA,Claims a method improving stability using microchannels.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: system integration ..."", ""Claim 4: composition ..."", ""Claim 5: method step ..."", ""Claim 6: system integration ..."", ""Claim 7: method step ..."", ""Claim 8: system integration ...""]"
pat_0d7fb9bb9e,System for robotic prosthetics,2015-06-28,SpinOut Biotech,Claims a novel apparatus improving yield using ML control.,"[""Claim 1: composition ..."", ""Claim 2: composition ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: composition ..."", ""Claim 6: control algorithm ...""]"
pat_10e60dbda3,Composition for nanopore sequencing,2024-01-23,Univ. Tech Labs,Claims a controller improving throughput using nanoporous films.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: method step ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ..."", ""Claim 8: composition ..."", ""Claim 9: method step ..."", ""Claim 10: composition ..."", ""Claim 11: system integration ...""]"
pat_fa0af90c71,Method for ultrafast Li-ion charging,2010-07-31,DeepMaterials Inc,Claims a novel apparatus improving stability using ML control.,"[""Claim 1: system integration ..."", ""Claim 2: control algorithm ..."", ""Claim 3: system integration ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: composition ..."", ""Claim 8: composition ..."", ""Claim 9: composition ..."", ""Claim 10: method step ...""]"
pat_2b834823f6,Method for CAR-T manufacturing,2019-01-05,MedDevice Corp,Claims a novel apparatus improving throughput using optimized buffer.,"[""Claim 1: method step ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: control algorithm ...""]"
pat_c774a37ad4,System for photovoltaic perovskites,2012-05-23,MedDevice Corp,Claims a controller improving stability using microchannels.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: control algorithm ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ..."", ""Claim 8: method step ..."", ""Claim 9: method step ..."", ""Claim 10: composition ..."", ""Claim 11: composition ...""]"
pat_13c2b8f495,Method for CAR-T manufacturing,2024-04-09,SpinOut Biotech,Claims a controller improving stability using microchannels.,"[""Claim 1: composition ..."", ""Claim 2: system integration ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ..."", ""Claim 6: method step ..."", ""Claim 7: control algorithm ..."", ""Claim 8: system integration ..."", ""Claim 9: method step ..."", ""Claim 10: system integration ...""]"
pat_e59c9321c4,System for single-cell multiomics,2020-02-21,Univ. Tech Labs,Claims a novel apparatus improving selectivity using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: method step ..."", ""Claim 3: system integration ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ...""]"
pat_3c729afbd1,Composition for graphene membranes,2018-09-16,DeepMaterials Inc,Claims a composition improving stability using nanoporous films.,"[""Claim 1: composition ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: method step ..."", ""Claim 6: composition ..."", ""Claim 7: method step ..."", ""Claim 8: control algorithm ...""]"
pat_e632309636,System for microfluidics,2014-02-21,OmicsCore SA,Claims a method improving throughput using nanoporous films.,"[""Claim 1: system integration ..."", ""Claim 2: system integration ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: control algorithm ..."", ""Claim 7: composition ..."", ""Claim 8: control algorithm ..."", ""Claim 9: method step ...""]"
pat_4e6f1a5802,Method for bioreactor control,2019-06-29,OmicsCore SA,Claims a novel apparatus improving throughput using ML control.,"[""Claim 1: composition ..."", ""Claim 2: control algorithm ..."", ""Claim 3: system integration ..."", ""Claim 4: control algorithm ..."", ""Claim 5: composition ...""]"
pat_e0458077eb,Composition for diagnostic imaging,2011-05-17,DeepMaterials Inc,Claims a novel apparatus improving yield using nanoporous films.,"[""Claim 1: composition ..."", ""Claim 2: composition ..."", ""Claim 3: composition ..."", ""Claim 4: method step ..."", ""Claim 5: method step ..."", ""Claim 6: method step ..."", ""Claim 7: composition ..."", ""Claim 8: system integration ..."", ""Claim 9: composition ..."", ""Claim 10: system integration ...""]"
pat_55b0cf41ba,Method for robotic prosthetics,2023-10-12,Independent Inventor,Claims a composition improving yield using microchannels.,"[""Claim 1: control algorithm ..."", ""Claim 2: system integration ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: system integration ..."", ""Claim 6: method step ..."", ""Claim 7: method step ..."", ""Claim 8: system integration ..."", ""Claim 9: system integration ..."", ""Claim 10: control algorithm ..."", ""Claim 11: system integration ..."", ""Claim 12: method step ...""]"
pat_fa12f02f88,Device for ultrafast Li-ion charging,2022-05-25,MedDevice Corp,Claims a composition improving selectivity using optimized buffer.,"[""Claim 1: method step ..."", ""Claim 2: control algorithm ..."", ""Claim 3: system integration ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: method step ..."", ""Claim 8: composition ...""]"
pat_5217aeb901,Composition for solid-state cooling,2025-11-26,DeepMaterials Inc,Claims a method improving selectivity using nanoporous films.,"[""Claim 1: method step ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: control algorithm ..."", ""Claim 7: method step ..."", ""Claim 8: system integration ..."", ""Claim 9: composition ..."", ""Claim 10: system integration ..."", ""Claim 11: composition ..."", ""Claim 12: method step ...""]"
pat_c9ef63070d,Composition for microfluidics,2021-11-30,GlobalChem,Claims a composition improving yield using ML control.,"[""Claim 1: system integration ..."", ""Claim 2: method step ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: method step ..."", ""Claim 6: method step ...""]"
pat_fb2130c6b3,Method for solid-state cooling,2017-02-26,OmicsCore SA,Claims a controller improving stability using microchannels.,"[""Claim 1: composition ..."", ""Claim 2: composition ..."", ""Claim 3: system integration ..."", ""Claim 4: control algorithm ..."", ""Claim 5: composition ..."", ""Claim 6: control algorithm ...""]"
pat_8fcd6faae5,System for microfluidics,2009-12-03,DeepMaterials Inc,Claims a novel apparatus improving yield using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: control algorithm ..."", ""Claim 5: composition ..."", ""Claim 6: control algorithm ..."", ""Claim 7: method step ..."", ""Claim 8: control algorithm ..."", ""Claim 9: control algorithm ..."", ""Claim 10: composition ..."", ""Claim 11: composition ..."", ""Claim 12: control algorithm ...""]"
pat_6fe7a96bd0,Device for diagnostic imaging,2023-06-24,GlobalChem,Claims a novel apparatus improving stability using microchannels.,"[""Claim 1: system integration ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: control algorithm ..."", ""Claim 6: composition ..."", ""Claim 7: system integration ...""]"
