trial_id,title,status,phase,start_date,url
ct_e547d78839,Clinical trial for wearable health sensors,Recruiting,Preclinical,2024-02-27,https://clinical.example/e3f235c6ef2d
ct_209055dd6e,Clinical trial for photovoltaic perovskites,Terminated,Phase 2,2016-07-06,https://clinical.example/7a5c654b3169
ct_a0af50f51a,Clinical trial for photovoltaic perovskites,Completed,Phase 3,2023-03-12,https://clinical.example/3b7eab8aa2d2
ct_4a2e43a3a8,Clinical trial for mRNA therapeutics,Completed,Preclinical,2023-03-26,https://clinical.example/7032674d6d1e
ct_55c15e3718,Clinical trial for gene editing (CRISPR),Terminated,Phase 3,2021-10-21,https://clinical.example/f4ad71c30da8
ct_e535b562a1,Clinical trial for bioprinting,Recruiting,Phase 1,2021-06-26,https://clinical.example/9c804ae16918
ct_530d3b1bda,Clinical trial for CAR-T manufacturing,Terminated,Preclinical,2021-12-01,https://clinical.example/998d8c34d1c6
ct_027ba6b6e3,Clinical trial for nanopore sequencing,Completed,Phase 2,2024-04-19,https://clinical.example/91a6d17daae9
ct_f16c618e3e,Clinical trial for robotic prosthetics,Completed,Preclinical,2022-10-27,https://clinical.example/d762ebdf0070
ct_eb0c1f2301,Clinical trial for graphene membranes,Recruiting,Phase 2,2016-03-23,https://clinical.example/67b219331606
ct_c1d5678e25,Clinical trial for gene editing (CRISPR),Completed,Phase 2,2017-01-17,https://clinical.example/d14b6b90618b
ct_6674e20620,Clinical trial for mRNA therapeutics,Completed,Phase 2,2024-04-26,https://clinical.example/4dac5869f3f1
ct_0792252174,Clinical trial for robotic prosthetics,Completed,Preclinical,2024-11-02,https://clinical.example/0ebca20c0ad1
ct_21b60ba4ac,Clinical trial for diagnostic imaging,Recruiting,Phase 2,2021-02-15,https://clinical.example/1b36c7665ed2
ct_82682e0752,Clinical trial for ultrafast Li-ion charging,"Active, not recruiting",Phase 1,2020-05-04,https://clinical.example/dbbea649c9c0
ct_911c15a587,Clinical trial for microfluidics,Recruiting,Phase 1,2018-05-14,https://clinical.example/342e7c8d0552
ct_ca5804a92c,Clinical trial for diagnostic imaging,Terminated,Phase 3,2020-03-18,https://clinical.example/d97de282d429
ct_75e75a3e8d,Clinical trial for battery chemistry,Terminated,Phase 2,2021-01-14,https://clinical.example/59231da9d9b5
ct_37a8c13249,Clinical trial for biosensors,Terminated,Phase 2,2018-11-12,https://clinical.example/1cff04845b96
ct_68399af2f7,Clinical trial for microfluidics,"Active, not recruiting",Phase 1,2019-09-19,https://clinical.example/3572bef3d471
ct_6b79a0b603,Clinical trial for graphene membranes,"Active, not recruiting",Phase 3,2020-06-03,https://clinical.example/bcf858a0f9c2
ct_3e78ff8618,Clinical trial for microfluidics,Recruiting,Phase 1,2024-02-18,https://clinical.example/2e055544ef9a
ct_8035d6e030,Clinical trial for gene editing (CRISPR),Recruiting,Phase 2,2016-04-05,https://clinical.example/72019677e265
ct_b522b5eac4,Clinical trial for robotic prosthetics,Recruiting,Preclinical,2019-11-10,https://clinical.example/72f6f4532cb2
ct_6ee8da8fe9,Clinical trial for protein engineering,Terminated,Phase 3,2024-01-03,https://clinical.example/72d2e5a6de3e
ct_c0f6735583,Clinical trial for CAR-T manufacturing,"Active, not recruiting",Phase 1,2017-12-23,https://clinical.example/2c96fd1b362e
ct_3465905989,Clinical trial for bioprinting,Terminated,Phase 3,2022-11-10,https://clinical.example/aa5e53189cea
ct_e023044f38,Clinical trial for AI-driven medicinal chemistry,Completed,Phase 2,2016-03-06,https://clinical.example/9c3c3d93cc01
ct_a9133db30e,Clinical trial for microfluidics,Recruiting,Phase 1,2017-02-17,https://clinical.example/2c0d62aa21fc
ct_b1ecf8c954,Clinical trial for nanopore sequencing,Completed,Preclinical,2016-09-27,https://clinical.example/46ca5833e967
ct_75de8542e7,Clinical trial for solid-state cooling,Terminated,Phase 3,2017-09-27,https://clinical.example/ad2459460423
ct_07e1b7356a,Clinical trial for battery chemistry,Completed,Preclinical,2022-09-11,https://clinical.example/e40a66d31b0f
ct_f95e6dc0f3,Clinical trial for mRNA therapeutics,"Active, not recruiting",Phase 1,2020-04-27,https://clinical.example/e6b12aa6d2bb
ct_3ab9b14c59,Clinical trial for AI-driven medicinal chemistry,"Active, not recruiting",Preclinical,2019-06-08,https://clinical.example/8587be8d12a6
ct_ca614cce8e,Clinical trial for nanopore sequencing,Completed,Preclinical,2020-10-19,https://clinical.example/102ba175d6e3
ct_3caf0b1423,Clinical trial for protein engineering,Terminated,Phase 1,2023-11-19,https://clinical.example/c0dbafb9417a
ct_2f98ca8244,Clinical trial for protein engineering,"Active, not recruiting",Preclinical,2024-12-27,https://clinical.example/6a77da9cf730
ct_27b09cc834,Clinical trial for photovoltaic perovskites,Recruiting,Preclinical,2024-12-19,https://clinical.example/42b3c3c5fe45
ct_43fbef2c7f,Clinical trial for nanopore sequencing,Completed,Preclinical,2019-05-06,https://clinical.example/3427c4aec6e7
ct_da119ad384,Clinical trial for ultrafast Li-ion charging,Completed,Phase 2,2020-08-29,https://clinical.example/4949738139da
ct_3b7095f4b5,Clinical trial for bioprinting,Terminated,Phase 1,2018-04-14,https://clinical.example/a66efe5a2018
ct_9ccb0a4754,Clinical trial for photovoltaic perovskites,Terminated,Preclinical,2018-02-10,https://clinical.example/6a1b450d0957
ct_22f6f4d9f9,Clinical trial for ultrafast Li-ion charging,Terminated,Phase 1,2023-01-14,https://clinical.example/44dea3ec1283
ct_1c797dbc55,Clinical trial for robotic prosthetics,"Active, not recruiting",Preclinical,2020-03-20,https://clinical.example/fec441e68edd
ct_2987993a00,Clinical trial for robotic prosthetics,Completed,Phase 3,2020-08-10,https://clinical.example/7f5a53c24a65
ct_4cad2423f9,Clinical trial for biosensors,Recruiting,Preclinical,2017-04-01,https://clinical.example/872eddacfa95
ct_b2d082b79e,Clinical trial for graphene membranes,Recruiting,Phase 2,2017-06-13,https://clinical.example/df75fe4b3c08
ct_85a9ad8af3,Clinical trial for photovoltaic perovskites,Terminated,Phase 1,2017-01-26,https://clinical.example/f407d44e07f5
ct_da89dc1385,Clinical trial for ultrafast Li-ion charging,Terminated,Phase 2,2024-12-16,https://clinical.example/ffd1bf29f45b
ct_b2f4065deb,Clinical trial for biosensors,Completed,Preclinical,2016-11-08,https://clinical.example/df5e4992eba2
ct_784f786991,Clinical trial for battery chemistry,Completed,Phase 1,2018-08-23,https://clinical.example/465eb5bb6034
ct_88123310c4,Clinical trial for wearable health sensors,Recruiting,Phase 3,2024-12-20,https://clinical.example/6f237fe440ca
ct_7b9971612c,Clinical trial for graphene membranes,Recruiting,Preclinical,2019-06-14,https://clinical.example/a17c34fc231f
ct_8171dc8540,Clinical trial for nanopore sequencing,Recruiting,Phase 3,2017-05-19,https://clinical.example/104f2897b0f4
ct_c9fd13a337,Clinical trial for photovoltaic perovskites,Terminated,Phase 1,2022-08-14,https://clinical.example/1141467e7bf5
ct_cb96aeff17,Clinical trial for CAR-T manufacturing,"Active, not recruiting",Phase 2,2021-05-31,https://clinical.example/d7631d588383
ct_022e2cb662,Clinical trial for lab-on-a-chip,Completed,Phase 3,2024-03-05,https://clinical.example/2476eee802cb
ct_f00b9ee46a,Clinical trial for CAR-T manufacturing,"Active, not recruiting",Phase 2,2022-04-15,https://clinical.example/e16e6e6bfd04
ct_42b4573c37,Clinical trial for AI-driven medicinal chemistry,Completed,Phase 3,2016-10-19,https://clinical.example/f3a6ae5cc95b
ct_6c02053e05,Clinical trial for photovoltaic perovskites,Completed,Phase 2,2017-10-17,https://clinical.example/4cdfb59972a8
ct_827916269f,Clinical trial for microfluidics,"Active, not recruiting",Phase 2,2022-03-18,https://clinical.example/521f3ab1c5c3
ct_bf38136c3d,Clinical trial for mRNA therapeutics,Terminated,Phase 2,2021-12-26,https://clinical.example/859b8c9ba76c
ct_07bd4f7b5b,Clinical trial for lab-on-a-chip,"Active, not recruiting",Phase 3,2016-07-04,https://clinical.example/14ae6246f291
ct_d269cf93ac,Clinical trial for diagnostic imaging,Terminated,Preclinical,2019-07-14,https://clinical.example/5f7048458f2b
ct_ecfa8266d0,Clinical trial for microfluidics,Terminated,Phase 2,2019-07-07,https://clinical.example/98097f84cbf2
ct_f683e7e9ed,Clinical trial for microfluidics,Completed,Phase 2,2020-01-03,https://clinical.example/eb058e7df551
ct_b83f0c8071,Clinical trial for nanopore sequencing,Completed,Phase 2,2017-03-23,https://clinical.example/f0f70dda5cf8
ct_b2a2e187f2,Clinical trial for bioprinting,Terminated,Phase 3,2024-03-27,https://clinical.example/b9da4ac780ff
ct_0770451687,Clinical trial for CAR-T manufacturing,Completed,Phase 3,2019-05-30,https://clinical.example/728d99fd0af2
ct_c78f495f80,Clinical trial for single-cell multiomics,Terminated,Preclinical,2021-02-06,https://clinical.example/d230adb2d771
ct_6793b975fc,Clinical trial for microfluidics,Recruiting,Phase 1,2020-02-27,https://clinical.example/ffa75b92cc23
ct_4474713078,Clinical trial for single-cell multiomics,Terminated,Phase 3,2022-08-03,https://clinical.example/f034ba1f5040
ct_d368e729a0,Clinical trial for wearable health sensors,Completed,Preclinical,2020-11-03,https://clinical.example/e870f64479c5
ct_2110882483,Clinical trial for wearable health sensors,Terminated,Phase 1,2016-10-23,https://clinical.example/964a207719ab
ct_e7ae79f31a,Clinical trial for solid-state cooling,Recruiting,Preclinical,2016-06-10,https://clinical.example/8364418c46a4
ct_2e7565745d,Clinical trial for AI-driven medicinal chemistry,"Active, not recruiting",Phase 1,2022-09-09,https://clinical.example/7a3cdcb26835
ct_4cb32eed7f,Clinical trial for wearable health sensors,Recruiting,Preclinical,2018-05-28,https://clinical.example/9104d4db3234
ct_f6a4ef6350,Clinical trial for nanopore sequencing,Completed,Preclinical,2022-02-23,https://clinical.example/84ac732ec542
ct_5250d4f5ba,Clinical trial for battery chemistry,"Active, not recruiting",Phase 1,2022-05-05,https://clinical.example/b359281a49c9
ct_1470482fab,Clinical trial for photovoltaic perovskites,Terminated,Phase 1,2023-12-03,https://clinical.example/60349232ac47
ct_92bdad05b3,Clinical trial for AI-driven medicinal chemistry,Completed,Phase 2,2020-12-29,https://clinical.example/61bf0c4d46bc
ct_e42208517e,Clinical trial for solid-state cooling,"Active, not recruiting",Phase 1,2023-01-06,https://clinical.example/fed74dd9a6a0
ct_8bf2b7909f,Clinical trial for single-cell multiomics,Terminated,Phase 2,2022-08-29,https://clinical.example/a9ed75d865fc
ct_b09e18e9c8,Clinical trial for ultrafast Li-ion charging,Completed,Preclinical,2020-04-13,https://clinical.example/c10117059d91
ct_a6b4217194,Clinical trial for gene editing (CRISPR),"Active, not recruiting",Phase 2,2021-05-24,https://clinical.example/a67d005857ee
ct_1920abf461,Clinical trial for bioreactor control,Terminated,Phase 1,2019-11-15,https://clinical.example/98777c4481ca
ct_17501be818,Clinical trial for battery chemistry,Recruiting,Phase 2,2016-12-25,https://clinical.example/472ee619086d
ct_a9dbb4982e,Clinical trial for protein engineering,Completed,Phase 1,2022-01-30,https://clinical.example/266bc64ff7f0
ct_01e04c5cef,Clinical trial for microfluidics,Completed,Phase 2,2022-12-17,https://clinical.example/ee5e1d3144a1
ct_7c05e2b03e,Clinical trial for biosensors,"Active, not recruiting",Phase 2,2022-03-08,https://clinical.example/0de1cff04b2e
ct_e2d6c87145,Clinical trial for CAR-T manufacturing,Terminated,Phase 2,2023-02-03,https://clinical.example/9caae72a8e19
ct_19e21d7f6d,Clinical trial for bioprinting,Recruiting,Phase 1,2021-06-30,https://clinical.example/f5f868e2e461
ct_54ea536c30,Clinical trial for mRNA therapeutics,"Active, not recruiting",Phase 3,2024-04-21,https://clinical.example/c265a2aa771b
ct_5f3c99a1fc,Clinical trial for single-cell multiomics,Recruiting,Phase 2,2017-06-13,https://clinical.example/93d1ec7377a9
ct_440611cef6,Clinical trial for gene editing (CRISPR),Recruiting,Preclinical,2019-01-05,https://clinical.example/04442efccabd
ct_dd0b7ab7bd,Clinical trial for graphene membranes,"Active, not recruiting",Phase 3,2022-04-01,https://clinical.example/cfdf581fe1f3
ct_5b32b0a2d1,Clinical trial for photovoltaic perovskites,Recruiting,Preclinical,2022-01-20,https://clinical.example/7847a40a9e3e
ct_25320c7933,Clinical trial for gene editing (CRISPR),Terminated,Phase 3,2024-08-03,https://clinical.example/68388437c81d
ct_94eb624f37,Clinical trial for graphene membranes,"Active, not recruiting",Phase 3,2022-12-18,https://clinical.example/3dca92ad33ec
ct_80b1c5aec6,Clinical trial for diagnostic imaging,Completed,Phase 2,2022-06-01,https://clinical.example/271707fdc113
ct_808b706e71,Clinical trial for solid-state cooling,"Active, not recruiting",Phase 3,2021-04-29,https://clinical.example/13e7752bcb4a
ct_460bf6d3d8,Clinical trial for protein engineering,"Active, not recruiting",Phase 3,2021-09-03,https://clinical.example/9f68d68f3920
ct_5897a39c2b,Clinical trial for protein engineering,Terminated,Phase 3,2022-07-20,https://clinical.example/bb2256fdf93b
ct_850aa5f75f,Clinical trial for CAR-T manufacturing,Completed,Preclinical,2017-06-04,https://clinical.example/1b25a2615272
ct_45c0357668,Clinical trial for mRNA therapeutics,Terminated,Phase 1,2018-09-16,https://clinical.example/77ecfd72c9b1
ct_d9b35682d0,Clinical trial for diagnostic imaging,Completed,Phase 3,2019-09-17,https://clinical.example/66395711d0ac
ct_6f140ee7e3,Clinical trial for mRNA therapeutics,Recruiting,Preclinical,2023-09-06,https://clinical.example/4a948ccc0c63
ct_26638d6d15,Clinical trial for photovoltaic perovskites,"Active, not recruiting",Phase 1,2024-10-02,https://clinical.example/1ddb7a24236c
ct_85d80a7e3e,Clinical trial for protein engineering,Recruiting,Phase 2,2020-04-24,https://clinical.example/d8ba707fdea8
ct_b5a837aba0,Clinical trial for photovoltaic perovskites,Completed,Phase 1,2016-06-28,https://clinical.example/cf0b0f740db2
ct_f0a78d0cec,Clinical trial for AI-driven medicinal chemistry,Terminated,Phase 1,2016-03-20,https://clinical.example/b84c0acd39ad
ct_3ad9078a63,Clinical trial for bioreactor control,Terminated,Phase 2,2020-07-26,https://clinical.example/bb8d4cca2a2a
ct_dd74ab9c75,Clinical trial for diagnostic imaging,Completed,Preclinical,2020-02-02,https://clinical.example/734fa6f57ae9
ct_57ddb0835e,Clinical trial for battery chemistry,Recruiting,Phase 3,2019-02-11,https://clinical.example/ca5344560bad
ct_c94300a55c,Clinical trial for single-cell multiomics,Recruiting,Phase 1,2017-08-02,https://clinical.example/4815354df61d
ct_fff8b1bf28,Clinical trial for bioprinting,Completed,Phase 2,2023-06-25,https://clinical.example/580d1e97adb5
ct_cbbcb033f1,Clinical trial for mRNA therapeutics,Recruiting,Preclinical,2022-07-04,https://clinical.example/5bc652f3b473
ct_da76d730d6,Clinical trial for photovoltaic perovskites,Terminated,Phase 3,2018-12-17,https://clinical.example/9789d3fec759
ct_bb77bd7306,Clinical trial for photovoltaic perovskites,"Active, not recruiting",Preclinical,2022-09-20,https://clinical.example/e6844d1fef03
ct_9ba3be3bb3,Clinical trial for AI-driven medicinal chemistry,"Active, not recruiting",Phase 2,2016-03-27,https://clinical.example/66011654fde6
ct_603b2e6d8e,Clinical trial for single-cell multiomics,"Active, not recruiting",Phase 3,2022-11-20,https://clinical.example/3aa8b071d4a0
ct_4d37aa4d15,Clinical trial for microfluidics,Recruiting,Phase 3,2021-01-17,https://clinical.example/b0554900ad4c
ct_7c01740825,Clinical trial for protein engineering,Completed,Phase 3,2022-01-20,https://clinical.example/391b5027cb07
ct_94028200eb,Clinical trial for photovoltaic perovskites,Completed,Phase 3,2016-04-25,https://clinical.example/b3896deb3b74
ct_b9e14fd27c,Clinical trial for bioreactor control,Recruiting,Phase 1,2023-03-31,https://clinical.example/4e281565f45a
ct_b6a949e56f,Clinical trial for wearable health sensors,Terminated,Phase 3,2018-10-10,https://clinical.example/f147abe06f08
ct_c47e4fcc5a,Clinical trial for graphene membranes,"Active, not recruiting",Phase 1,2024-01-28,https://clinical.example/df077821e47a
ct_97808b6a33,Clinical trial for lab-on-a-chip,Recruiting,Phase 1,2022-04-30,https://clinical.example/452b3f24a846
ct_9cfe89f62d,Clinical trial for CAR-T manufacturing,Completed,Phase 1,2017-07-15,https://clinical.example/e9851d0827b5
ct_e543532790,Clinical trial for battery chemistry,"Active, not recruiting",Phase 2,2018-07-06,https://clinical.example/e25487fee0ae
ct_179779b035,Clinical trial for battery chemistry,Terminated,Phase 3,2022-03-24,https://clinical.example/d9c35525aa2d
ct_1e5828c093,Clinical trial for nanopore sequencing,Terminated,Phase 3,2024-03-17,https://clinical.example/7b27eda21b24
ct_cccea39310,Clinical trial for mRNA therapeutics,Recruiting,Phase 2,2022-04-20,https://clinical.example/d90296d4036d
ct_5a60e05a43,Clinical trial for single-cell multiomics,Completed,Phase 2,2019-05-14,https://clinical.example/3b28e0c93bbf
ct_fa20054f8c,Clinical trial for AI-driven medicinal chemistry,"Active, not recruiting",Phase 1,2024-08-20,https://clinical.example/f4e54ff376ac
ct_f057c220ae,Clinical trial for mRNA therapeutics,Recruiting,Phase 3,2024-09-27,https://clinical.example/8fb95d8f15d5
ct_dc4fd0ddc0,Clinical trial for single-cell multiomics,Recruiting,Phase 1,2021-12-22,https://clinical.example/9aaf77a14e9d
ct_49bfb1ba75,Clinical trial for biosensors,Completed,Phase 1,2024-11-20,https://clinical.example/c49858ba9b3e
ct_e1a41fc105,Clinical trial for biosensors,"Active, not recruiting",Phase 2,2020-04-06,https://clinical.example/ce2b9e34af4b
ct_3678bb48b4,Clinical trial for gene editing (CRISPR),Recruiting,Phase 2,2016-01-25,https://clinical.example/ca39cd2baaf8
ct_f0683df545,Clinical trial for biosensors,"Active, not recruiting",Phase 1,2020-10-04,https://clinical.example/81c57087ac87
ct_cb902cba6d,Clinical trial for diagnostic imaging,Terminated,Phase 2,2020-02-12,https://clinical.example/fdf8d3755c80
ct_eed5489a53,Clinical trial for graphene membranes,Recruiting,Preclinical,2021-02-03,https://clinical.example/1e24250c7579
ct_b36d8c45f4,Clinical trial for nanopore sequencing,Recruiting,Phase 1,2019-03-22,https://clinical.example/1068479596c8
ct_730c0c6e03,Clinical trial for AI-driven medicinal chemistry,Terminated,Phase 3,2018-07-14,https://clinical.example/1049bbc8c77b
ct_31b8982160,Clinical trial for CAR-T manufacturing,Completed,Phase 3,2019-11-23,https://clinical.example/73658a7588ae
ct_f558857af2,Clinical trial for photovoltaic perovskites,"Active, not recruiting",Phase 2,2024-07-04,https://clinical.example/05529554b1f4
ct_aa9492bf89,Clinical trial for ultrafast Li-ion charging,Terminated,Preclinical,2022-03-21,https://clinical.example/f472bab62a46
ct_bba1abb14f,Clinical trial for bioprinting,Recruiting,Phase 3,2020-03-29,https://clinical.example/23e31a7ff863
ct_f2c4dda598,Clinical trial for biosensors,"Active, not recruiting",Preclinical,2020-05-04,https://clinical.example/3349340ae31f
ct_835731d788,Clinical trial for battery chemistry,Terminated,Phase 2,2021-04-28,https://clinical.example/3334aa5ff4e9
ct_3d0068af04,Clinical trial for photovoltaic perovskites,Terminated,Phase 2,2021-08-04,https://clinical.example/81c477992c38
ct_6c59eb6345,Clinical trial for photovoltaic perovskites,Terminated,Phase 2,2017-01-03,https://clinical.example/9d60779e0aa0
ct_39302c0ee7,Clinical trial for graphene membranes,"Active, not recruiting",Phase 2,2023-03-01,https://clinical.example/1ed5eb8ce958
ct_6f938436ef,Clinical trial for mRNA therapeutics,Recruiting,Phase 3,2016-01-21,https://clinical.example/66458d1419b7
ct_688568d2aa,Clinical trial for microfluidics,"Active, not recruiting",Phase 3,2020-07-25,https://clinical.example/9ccf54548220
ct_b6117cf73f,Clinical trial for graphene membranes,Completed,Phase 1,2017-08-02,https://clinical.example/c554ab347dfe
ct_0aaba40f08,Clinical trial for bioprinting,Completed,Phase 2,2016-06-17,https://clinical.example/f2a6897ad625
